product_id,product_name,category,brand,retail_price,selling_price,discount_percentage,rating,reviews_count,seller_name,is_flipkart_assured,availability,crawl_timestamp
FK_000094,Product 94,Sports & Fitness,Sony,14097.84,9695.08,31.23,4.8,4570,Cloudtail India,False,Out of Stock,2024-10-09
FK_000095,Product 95,Sports & Fitness,Sony,40444.79,32250.68,20.26,4.2,3685,SuperComNet,True,In Stock,2023-07-17
FK_000096,Product 96,Sports & Fitness,Realme,23253.41,9712.95,58.23,0.0,631,Appario Retail,False,Out of Stock,2024-11-29
FK_000097,Product 97,Clothing,LG,27555.57,20134.85,26.93,4.0,4798,RetailNet,False,In Stock,2024-09-19
FK_000098,Product 98,Books,HP,21924.39,9035.04,58.79,3.5,2456,SuperComNet,False,In Stock,2024-03-20
FK_000099,Product 99,Sports & Fitness,JBL,2673.05,2538.33,5.04,4.5,981,Appario Retail,False,In Stock,2024-07-23
FK_000100,Product 100,Beauty & Personal Care,Realme,8704.61,6527.59,25.01,4.2,4654,Cloudtail India,False,In Stock,2024-08-04
FK_000101,Product 101,Automotive,Boat,22554.31,17890.08,20.68,5.0,4317,RetailNet,False,In Stock,2024-08-27
FK_000102,Product 102,Clothing,Apple,10854.68,8664.21,20.18,0.0,1556,SuperComNet,False,Limited Stock,2024-10-10
FK_000103,Product 103,Clothing,HP,2973.96,2693.52,9.43,4.0,2205,Appario Retail,True,In Stock,2024-09-08
FK_000104,Product 104,Books,Adidas,42260.66,35008.73,17.16,4.2,4443,SuperComNet,False,In Stock,2023-11-01
FK_000105,Product 105,Clothing,Dell,49069.03,28896.75,41.11,4.2,4984,Appario Retail,False,In Stock,2023-12-05
FK_000106,Product 106,Clothing,Prestige,39760.57,30241.89,23.94,4.0,3955,Cloudtail India,False,In Stock,2024-06-12
FK_000107,Product 107,Sports & Fitness,Boat,42762.35,29022.81,32.13,4.5,921,RetailNet,False,In Stock,2023-02-23
FK_000108,Product 108,Books,JBL,12477.87,8796.9,29.5,4.8,404,Cloudtail India,False,In Stock,2023-04-22
FK_000109,Product 109,Sports & Fitness,MI,48051.04,18293.03,61.93,4.8,4772,RetailNet,False,Out of Stock,2024-11-14
FK_000110,Product 110,Automotive,Realme,10247.82,3705.61,63.84,4.5,4684,RetailNet,True,In Stock,2024-02-23
FK_000111,Product 111,Mobiles & Accessories,Apple,47595.78,29966.3,37.04,4.8,1620,SuperComNet,True,Out of Stock,2023-11-01
FK_000112,Product 112,Automotive,Lenovo,49743.56,36581.41,26.46,4.2,2952,Appario Retail,True,In Stock,2024-03-13
FK_000113,Product 113,Mobiles & Accessories,Philips,35730.28,31464.08,11.94,4.5,3118,Cloudtail India,False,In Stock,2024-10-17
FK_000114,Product 114,Sports & Fitness,Nike,49066.61,16206.7,66.97,4.0,1594,Cloudtail India,False,In Stock,2023-03-26
FK_000115,Product 115,Automotive,LG,28692.22,26135.74,8.91,4.0,565,Cloudtail India,False,Out of Stock,2024-06-07
FK_000116,Product 116,Books,Sony,13347.32,10097.25,24.35,4.0,4799,SuperComNet,False,In Stock,2023-09-09
FK_000117,Product 117,Electronics,Sony,22131.3,16737.9,24.37,4.2,2868,SuperComNet,False,Limited Stock,2024-12-28
FK_000118,Product 118,Sports & Fitness,Puma,29881.27,22162.94,25.83,3.5,857,SuperComNet,False,In Stock,2023-05-06
FK_000119,Product 119,Mobiles & Accessories,Philips,4117.54,3471.91,15.68,5.0,1284,RetailNet,False,Out of Stock,2024-09-01
FK_000120,Product 120,Beauty & Personal Care,Lenovo,31305.99,13802.81,55.91,4.0,584,Cloudtail India,False,In Stock,2024-02-09
FK_000121,Product 121,Mobiles & Accessories,Nike,49068.3,42709.05,12.96,0.0,4327,RetailNet,True,In Stock,2023-10-31
FK_000122,Product 122,Beauty & Personal Care,Philips,9910.33,5324.82,46.27,4.2,1245,Cloudtail India,True,In Stock,2023-01-28
FK_000123,Product 123,Clothing,MI,39733.46,34548.24,13.05,0.0,51,Cloudtail India,False,In Stock,2023-09-23
FK_000124,Product 124,Automotive,Nike,45440.99,41087.74,9.58,0.0,2163,Appario Retail,False,In Stock,2023-02-21
FK_000125,Product 125,Beauty & Personal Care,Bajaj,47213.23,16944.83,64.11,3.5,537,Cloudtail India,False,In Stock,2024-10-16
FK_000126,Product 126,Mobiles & Accessories,Bajaj,48026.71,39689.27,17.36,4.2,540,SuperComNet,False,Out of Stock,2024-10-05
FK_000127,Product 127,Clothing,Philips,26312.25,10951.16,58.38,4.0,814,SuperComNet,True,In Stock,2024-05-25
FK_000128,Product 128,Electronics,,48876.74,29130.54,40.4,4.5,1415,SuperComNet,False,In Stock,2023-07-26
FK_000129,Product 129,Books,Nike,37986.86,34165.38,10.06,4.5,2838,Appario Retail,False,In Stock,2024-07-27
FK_000130,Product 130,Books,LG,8502.74,2797.4,67.1,4.0,1652,Appario Retail,True,In Stock,2024-05-25
FK_000131,Product 131,Books,Boat,24106.56,19032.13,21.05,4.0,2665,RetailNet,False,In Stock,2024-10-05
FK_000132,Product 132,Beauty & Personal Care,Puma,36057.39,14105.65,60.88,4.0,4514,Cloudtail India,False,In Stock,2024-07-06
FK_000133,Product 133,Electronics,Lenovo,12743.35,10708.24,15.97,4.5,4062,Cloudtail India,False,Out of Stock,2023-07-20
FK_000134,Product 134,Beauty & Personal Care,Adidas,32210.45,12719.91,60.51,0.0,2356,SuperComNet,True,In Stock,2024-09-02
FK_000135,Product 135,Automotive,,33496.72,31533.81,5.86,0.0,3810,SuperComNet,False,In Stock,2023-10-11
FK_000136,Product 136,Beauty & Personal Care,Sony,8553.64,5280.16,38.27,4.5,863,SuperComNet,False,In Stock,2023-12-23
FK_000137,Product 137,Electronics,,28471.72,12809.43,55.01,4.2,185,SuperComNet,True,In Stock,2023-02-16
FK_000138,Product 138,Electronics,Realme,38695.53,13249.35,65.76,0.0,4356,SuperComNet,False,In Stock,2023-05-17
FK_000139,Product 139,Automotive,Lenovo,25195.34,9045.13,64.1,3.5,1551,SuperComNet,False,In Stock,2023-05-10
FK_000140,Product 140,Electronics,Nike,1099.1,458.54,58.28,4.8,2207,Cloudtail India,False,In Stock,2023-07-14
FK_000141,Product 141,Mobiles & Accessories,Lenovo,947.4,353.1,62.73,4.8,761,Appario Retail,False,In Stock,2024-09-20
FK_000142,Product 142,Electronics,Nike,18172.95,14910.91,17.95,4.5,4319,SuperComNet,True,Limited Stock,2023-12-30
FK_000143,Product 143,Books,Apple,46346.61,35469.06,23.47,4.2,1279,Cloudtail India,False,In Stock,2024-03-07
FK_000144,Product 144,Mobiles & Accessories,OnePlus,11819.5,9008.82,23.78,4.2,4275,SuperComNet,False,In Stock,2023-03-10
FK_000145,Product 145,Mobiles & Accessories,MI,31901.0,22487.01,29.51,5.0,4727,RetailNet,True,In Stock,2024-04-02
FK_000146,Product 146,Automotive,Lenovo,11492.76,7979.42,30.57,5.0,3694,RetailNet,False,In Stock,2024-06-23
FK_000147,Product 147,Home & Kitchen,Puma,16422.66,9787.91,40.4,3.5,3281,Cloudtail India,False,Limited Stock,2023-12-01
FK_000148,Product 148,Home & Kitchen,Dell,42478.08,35940.7,15.39,4.5,1536,Appario Retail,False,In Stock,2024-06-09
FK_000149,Product 149,Electronics,Sony,36578.64,18314.93,49.93,0.0,3164,RetailNet,False,In Stock,2024-07-11
FK_000150,Product 150,Mobiles & Accessories,Realme,5222.26,4392.44,15.89,3.5,2770,RetailNet,True,Out of Stock,2023-01-16
FK_000151,Product 151,Home & Kitchen,Apple,21720.75,16253.64,25.17,4.5,1963,Appario Retail,False,In Stock,2024-03-31
FK_000152,Product 152,Home & Kitchen,Puma,1943.9,1210.66,37.72,4.0,3845,RetailNet,True,Limited Stock,2024-05-24
FK_000153,Product 153,Electronics,LG,24304.06,10506.65,56.77,4.8,3435,SuperComNet,True,Limited Stock,2023-07-28
FK_000154,Product 154,Home & Kitchen,Dell,33290.48,15623.22,53.07,0.0,4710,Appario Retail,False,In Stock,2023-06-07
FK_000155,Product 155,Beauty & Personal Care,Sony,6365.88,3376.46,46.96,4.2,561,RetailNet,False,In Stock,2023-12-03
FK_000156,Product 156,Clothing,Reebok,14799.8,12560.59,15.13,4.8,2421,Appario Retail,False,In Stock,2023-08-29
FK_000157,Product 157,Automotive,Bajaj,20192.91,12002.67,40.56,4.8,4717,SuperComNet,True,In Stock,2023-02-27
FK_000158,Product 158,Clothing,LG,46016.79,41102.2,10.68,0.0,2135,RetailNet,False,In Stock,2023-11-01
FK_000159,Product 159,Electronics,Sony,49666.12,34999.71,29.53,4.0,2061,Cloudtail India,False,In Stock,2023-12-11
FK_000160,Product 160,Books,Reebok,2723.11,1854.98,31.88,4.2,2180,RetailNet,False,Limited Stock,2024-10-03
FK_000161,Product 161,Automotive,Boat,38169.89,35272.8,7.59,0.0,1960,RetailNet,False,In Stock,2024-12-29
FK_000162,Product 162,Electronics,Sony,18900.34,14589.17,22.81,5.0,3879,SuperComNet,False,In Stock,2023-01-14
FK_000163,Product 163,Mobiles & Accessories,Boat,19926.68,6551.89,67.12,4.8,3279,Cloudtail India,False,In Stock,2023-12-25
FK_000164,Product 164,Books,Philips,37836.12,12489.7,66.99,0.0,3884,Cloudtail India,True,Limited Stock,2024-01-12
FK_000165,Product 165,Clothing,Bajaj,45962.11,33138.68,27.9,0.0,3270,Cloudtail India,False,In Stock,2023-08-31
FK_000166,Product 166,Electronics,Dell,47570.97,43860.43,7.8,0.0,4687,SuperComNet,False,In Stock,2023-05-25
FK_000167,Product 167,Mobiles & Accessories,Boat,29067.57,24230.73,16.64,4.8,582,SuperComNet,False,Out of Stock,2024-02-19
FK_000168,Product 168,Automotive,Prestige,18177.5,12635.18,30.49,0.0,1613,SuperComNet,True,Limited Stock,2024-01-29
FK_000169,Product 169,Automotive,Nike,39483.68,13183.6,66.61,4.0,1101,SuperComNet,False,Limited Stock,2024-09-06
FK_000170,Product 170,Sports & Fitness,Dell,12924.57,11091.87,14.18,4.0,288,SuperComNet,False,Out of Stock,2024-12-29
FK_000171,Product 171,Mobiles & Accessories,Apple,28421.66,12894.91,54.63,4.2,3859,Cloudtail India,False,In Stock,2023-12-24
FK_000172,Product 172,Beauty & Personal Care,Dell,18249.63,16048.72,12.06,0.0,3060,Appario Retail,False,In Stock,2024-07-29
FK_000173,Product 173,Home & Kitchen,Boat,33003.24,10303.61,68.78,3.5,2926,SuperComNet,False,In Stock,2023-06-07
FK_000174,Product 174,Books,Boat,12399.75,8703.38,29.81,4.8,4102,Appario Retail,False,In Stock,2024-11-04
FK_000175,Product 175,Mobiles & Accessories,Samsung,9983.85,4453.8,55.39,4.8,1183,RetailNet,False,In Stock,2023-01-18
FK_000176,Product 176,Sports & Fitness,LG,45952.83,33421.49,27.27,4.5,4335,RetailNet,True,In Stock,2024-12-28
FK_000177,Product 177,Home & Kitchen,,5539.28,3002.29,45.8,0.0,1446,SuperComNet,False,Limited Stock,2024-07-14
FK_000178,Product 178,Home & Kitchen,,25544.92,21079.67,17.48,4.0,1749,RetailNet,False,In Stock,2024-07-21
FK_000179,Product 179,Electronics,Dell,11432.21,9775.68,14.49,4.2,1903,Appario Retail,False,In Stock,2023-12-13
FK_000180,Product 180,Home & Kitchen,Samsung,2427.03,825.92,65.97,3.5,3175,RetailNet,False,In Stock,2023-02-27
FK_000181,Product 181,Beauty & Personal Care,Reebok,2282.93,807.02,64.65,4.8,1077,RetailNet,True,Limited Stock,2023-06-04
FK_000182,Product 182,Automotive,Lenovo,9173.48,3422.63,62.69,4.2,2377,Appario Retail,False,In Stock,2024-07-20
FK_000183,Product 183,Sports & Fitness,Boat,43405.13,23590.69,45.65,0.0,847,RetailNet,False,In Stock,2024-05-01
FK_000184,Product 184,Home & Kitchen,Realme,14482.7,6149.35,57.54,4.8,2876,SuperComNet,False,In Stock,2024-06-14
FK_000185,Product 185,Electronics,Boat,47547.73,43035.45,9.49,5.0,1239,Appario Retail,True,In Stock,2024-05-01
FK_000186,Product 186,Beauty & Personal Care,MI,29290.3,21452.22,26.76,0.0,1332,Appario Retail,False,In Stock,2023-05-31
FK_000187,Product 187,Clothing,Adidas,22112.4,16498.06,25.39,4.2,3506,Cloudtail India,False,Limited Stock,2023-12-25
FK_000188,Product 188,Automotive,LG,29214.4,15682.29,46.32,4.0,2379,Cloudtail India,False,Limited Stock,2024-01-03
FK_000189,Product 189,Automotive,HP,26076.57,18738.62,28.14,4.0,4791,Appario Retail,False,Limited Stock,2024-09-11
FK_000190,Product 190,Sports & Fitness,Sony,38059.42,32483.71,14.65,0.0,4122,Appario Retail,False,In Stock,2023-02-16
FK_000191,Product 191,Automotive,Realme,14483.56,8144.11,43.77,4.2,3237,Cloudtail India,False,Limited Stock,2023-07-26
FK_000192,Product 192,Home & Kitchen,Boat,17975.99,7562.5,57.93,5.0,2365,SuperComNet,False,Limited Stock,2024-03-25
FK_000193,Product 193,Electronics,Prestige,44757.67,31401.98,29.84,4.2,2412,RetailNet,False,Limited Stock,2024-04-27
FK_000194,Product 194,Automotive,MI,47349.6,40910.05,13.6,0.0,3174,RetailNet,False,In Stock,2024-10-01
FK_000195,Product 195,Automotive,MI,44681.63,36737.24,17.78,4.2,372,RetailNet,False,Out of Stock,2024-11-27
FK_000196,Product 196,Clothing,Realme,21262.68,16916.59,20.44,4.0,1949,Appario Retail,False,In Stock,2024-07-23
FK_000197,Product 197,Clothing,,39128.09,29545.62,24.49,4.8,244,SuperComNet,True,Limited Stock,2023-05-23
FK_000198,Product 198,Books,Bajaj,24078.62,12814.64,46.78,4.0,1840,Cloudtail India,False,In Stock,2024-02-04
FK_000199,Product 199,Beauty & Personal Care,Adidas,25128.22,14056.73,44.06,0.0,3427,SuperComNet,False,In Stock,2023-04-07
FK_000200,Product 200,Home & Kitchen,Apple,10631.67,5289.26,50.25,0.0,124,SuperComNet,True,Limited Stock,2023-02-16
FK_000201,Product 201,Automotive,JBL,29760.95,21261.22,28.56,4.5,4632,RetailNet,True,In Stock,2023-07-10
FK_000202,Product 202,Mobiles & Accessories,Boat,9713.73,4025.37,58.56,3.5,2753,Cloudtail India,True,In Stock,2023-05-20
FK_000203,Product 203,Automotive,OnePlus,16912.45,13822.55,18.27,4.5,1919,SuperComNet,False,Limited Stock,2024-09-06
FK_000204,Product 204,Electronics,HP,42823.99,27625.76,35.49,3.5,1635,Cloudtail India,False,Limited Stock,2023-08-19
FK_000205,Product 205,Books,Apple,10750.25,4616.16,57.06,4.0,1425,Appario Retail,True,In Stock,2023-12-06
FK_000206,Product 206,Beauty & Personal Care,Boat,4022.34,3350.21,16.71,4.2,1540,RetailNet,False,Limited Stock,2024-05-05
FK_000207,Product 207,Mobiles & Accessories,JBL,3915.88,3440.49,12.14,4.8,530,Cloudtail India,False,In Stock,2023-02-18
FK_000208,Product 208,Books,Philips,47068.83,17679.05,62.44,4.8,4349,Appario Retail,False,In Stock,2024-09-15
FK_000209,Product 209,Sports & Fitness,Lenovo,25592.56,18608.35,27.29,3.5,3103,Appario Retail,False,In Stock,2024-03-28
FK_000210,Product 210,Beauty & Personal Care,Philips,20765.9,10497.16,49.45,4.0,4756,Appario Retail,False,In Stock,2023-11-12
FK_000211,Product 211,Automotive,Dell,40638.49,37936.03,6.65,0.0,1801,SuperComNet,False,In Stock,2023-11-18
FK_000212,Product 212,Automotive,Apple,41873.38,20999.5,49.85,4.2,1036,SuperComNet,True,In Stock,2023-03-28
FK_000213,Product 213,Beauty & Personal Care,Boat,16943.46,12614.41,25.55,4.2,3728,RetailNet,True,Limited Stock,2024-04-18
FK_000214,Product 214,Automotive,Nike,34834.09,31831.39,8.62,4.8,4011,RetailNet,False,In Stock,2023-10-09
FK_000215,Product 215,Home & Kitchen,Reebok,38670.58,21408.03,44.64,4.8,3463,Appario Retail,False,Limited Stock,2023-03-15
